month,weekday,day,hour,holiday,airTemp,value
1.0,0.0,10.0,20.0,0.0,-20.0,263.243
1.0,0.0,10.0,21.0,0.0,-20.6,283.71
1.0,0.0,10.0,22.0,0.0,-20.6,246.37
1.0,0.0,10.0,23.0,0.0,-21.1,213.673
1.0,1.0,11.0,0.0,0.0,-21.7,223.513
1.0,1.0,11.0,1.0,0.0,-21.1,268.593
1.0,1.0,11.0,2.0,0.0,-21.1,262.119
1.0,1.0,11.0,3.0,0.0,-21.7,232.091
1.0,1.0,11.0,4.0,0.0,-21.7,204.356
1.0,1.0,11.0,5.0,0.0,-22.8,249.658
1.0,1.0,11.0,6.0,0.0,-22.2,274.805
1.0,1.0,11.0,7.0,0.0,-22.2,249.687
1.0,1.0,11.0,8.0,0.0,-22.2,227.529
1.0,1.0,11.0,9.0,0.0,-21.7,269.212
1.0,1.0,11.0,10.0,0.0,-20.6,288.589
1.0,1.0,11.0,11.0,0.0,-17.8,292.391
1.0,1.0,11.0,12.0,0.0,-16.7,286.046
1.0,1.0,11.0,13.0,0.0,-16.1,280.028
1.0,1.0,11.0,14.0,0.0,-15.6,280.146
1.0,1.0,11.0,15.0,0.0,-15.0,280.16900000000004
1.0,1.0,11.0,16.0,0.0,-14.4,273.076
1.0,1.0,11.0,17.0,0.0,-15.0,270.437
1.0,1.0,11.0,18.0,0.0,-15.0,276.214
1.0,1.0,11.0,19.0,0.0,-14.4,274.579
1.0,1.0,11.0,20.0,0.0,-14.4,271.626
1.0,1.0,11.0,21.0,0.0,-15.0,265.65
1.0,1.0,11.0,22.0,0.0,-16.1,239.833
1.0,1.0,11.0,23.0,0.0,-16.7,210.825
1.0,2.0,12.0,0.0,0.0,-16.7,226.921
1.0,2.0,12.0,1.0,0.0,-17.2,262.73
1.0,2.0,12.0,2.0,0.0,-17.8,237.78
1.0,2.0,12.0,3.0,0.0,-17.8,212.137
1.0,2.0,12.0,4.0,0.0,-18.9,209.08900000000003
1.0,2.0,12.0,5.0,0.0,-20.0,272.128
1.0,2.0,12.0,6.0,0.0,-20.6,252.699
1.0,2.0,12.0,7.0,0.0,-21.1,232.266
1.0,2.0,12.0,8.0,0.0,-21.7,244.212
1.0,2.0,12.0,9.0,0.0,-21.1,282.066
1.0,2.0,12.0,10.0,0.0,-20.6,282.241
1.0,2.0,12.0,11.0,0.0,-19.4,281.107
1.0,2.0,12.0,12.0,0.0,-17.8,276.387
1.0,2.0,12.0,13.0,0.0,-17.2,250.931
1.0,2.0,12.0,14.0,0.0,-16.7,232.068
1.0,2.0,12.0,15.0,0.0,-16.7,236.255
1.0,2.0,12.0,16.0,0.0,-16.7,235.565
1.0,2.0,12.0,17.0,0.0,-17.2,236.439
1.0,2.0,12.0,18.0,0.0,-18.3,241.657
1.0,2.0,12.0,19.0,0.0,-18.3,246.121
1.0,2.0,12.0,20.0,0.0,-18.9,241.36
1.0,2.0,12.0,21.0,0.0,-18.9,231.07
1.0,2.0,12.0,22.0,0.0,-19.4,226.351
1.0,2.0,12.0,23.0,0.0,-19.4,194.539
1.0,3.0,13.0,0.0,0.0,-19.4,246.907
1.0,3.0,13.0,1.0,0.0,-20.0,256.865
1.0,3.0,13.0,2.0,0.0,-20.0,221.493
1.0,3.0,13.0,3.0,0.0,-20.0,197.852
1.0,3.0,13.0,4.0,0.0,-21.1,209.29
1.0,3.0,13.0,5.0,0.0,-19.4,259.273
1.0,3.0,13.0,6.0,0.0,-18.9,244.64
1.0,3.0,13.0,7.0,0.0,-17.8,231.285
1.0,3.0,13.0,8.0,0.0,-16.7,237.26
1.0,3.0,13.0,9.0,0.0,-16.1,237.478
1.0,3.0,13.0,10.0,0.0,-14.4,241.648
1.0,3.0,13.0,11.0,0.0,-12.8,243.467
1.0,3.0,13.0,12.0,0.0,-10.6,232.737
1.0,3.0,13.0,13.0,0.0,-7.2,226.739
1.0,3.0,13.0,14.0,0.0,-6.1,231.201
1.0,3.0,13.0,15.0,0.0,-5.6,231.234
1.0,3.0,13.0,16.0,0.0,-5.6,228.658
1.0,3.0,13.0,17.0,0.0,-6.7,226.42
1.0,3.0,13.0,18.0,0.0,-6.7,233.09
1.0,3.0,13.0,19.0,0.0,-7.2,231.399
1.0,3.0,13.0,20.0,0.0,-7.2,230.181
1.0,3.0,13.0,21.0,0.0,-8.3,227.83
1.0,3.0,13.0,22.0,0.0,-7.8,211.92
1.0,3.0,13.0,23.0,0.0,-7.8,203.734
1.0,4.0,14.0,0.0,0.0,-8.3,209.049
1.0,4.0,14.0,1.0,0.0,-8.9,212.256
1.0,4.0,14.0,2.0,0.0,-8.3,203.517
1.0,4.0,14.0,3.0,0.0,-7.8,200.423
1.0,4.0,14.0,4.0,0.0,-7.8,198.204
1.0,4.0,14.0,5.0,0.0,-7.8,207.928
1.0,4.0,14.0,6.0,0.0,-7.2,211.17
1.0,4.0,14.0,7.0,0.0,-7.2,205.095
1.0,4.0,14.0,8.0,0.0,-7.8,226.115
1.0,4.0,14.0,9.0,0.0,-7.2,232.378
1.0,4.0,14.0,10.0,0.0,-6.7,235.453
1.0,4.0,14.0,11.0,0.0,-5.6,228.501
1.0,4.0,14.0,12.0,0.0,-5.0,231.322
1.0,4.0,14.0,13.0,0.0,-4.4,228.961
1.0,4.0,14.0,14.0,0.0,-4.4,228.175
1.0,4.0,14.0,15.0,0.0,-3.9,231.311
1.0,4.0,14.0,16.0,0.0,-3.9,229.171
1.0,4.0,14.0,17.0,0.0,-3.9,230.154
1.0,4.0,14.0,18.0,0.0,-3.3,234.472
1.0,4.0,14.0,19.0,0.0,-3.3,232.425
1.0,4.0,14.0,20.0,0.0,-3.3,235.723
1.0,4.0,14.0,21.0,0.0,-3.3,228.455
1.0,4.0,14.0,22.0,0.0,-3.9,218.22
1.0,4.0,14.0,23.0,0.0,-4.4,204.142
1.0,5.0,15.0,0.0,0.0,-5.0,204.125
1.0,5.0,15.0,1.0,0.0,-5.0,212.383
1.0,5.0,15.0,2.0,0.0,-5.0,210.493
1.0,5.0,15.0,3.0,0.0,-5.6,210.616
1.0,5.0,15.0,4.0,0.0,-5.6,199.169
1.0,5.0,15.0,5.0,0.0,-5.6,200.279
1.0,5.0,15.0,6.0,0.0,-5.6,212.115
1.0,5.0,15.0,7.0,0.0,-5.6,216.807
1.0,5.0,15.0,8.0,0.0,-5.6,226.409
1.0,5.0,15.0,9.0,0.0,-5.6,244.367
1.0,5.0,15.0,10.0,0.0,-5.6,244.153
1.0,5.0,15.0,11.0,0.0,-7.2,252.947
1.0,5.0,15.0,12.0,0.0,-7.2,253.179
1.0,5.0,15.0,13.0,0.0,-6.1,244.795
1.0,5.0,15.0,14.0,0.0,-6.1,255.07
1.0,5.0,15.0,15.0,0.0,-6.7,248.269
1.0,5.0,15.0,16.0,0.0,-6.7,248.9
1.0,5.0,15.0,17.0,0.0,-6.7,248.133
1.0,5.0,15.0,18.0,0.0,-6.7,255.927
1.0,5.0,15.0,19.0,0.0,-7.2,238.945
1.0,5.0,15.0,20.0,0.0,-8.9,234.194
1.0,5.0,15.0,21.0,0.0,-10.0,240.355
1.0,5.0,15.0,22.0,0.0,-10.6,222.153
1.0,5.0,15.0,23.0,0.0,-10.6,215.179
1.0,6.0,16.0,0.0,0.0,-11.1,224.856
1.0,6.0,16.0,1.0,0.0,-11.1,226.292
1.0,6.0,16.0,2.0,0.0,-12.8,219.754
1.0,6.0,16.0,3.0,0.0,-13.9,209.13
1.0,6.0,16.0,4.0,0.0,-15.0,221.242
1.0,6.0,16.0,5.0,0.0,-16.1,239.875
1.0,6.0,16.0,6.0,0.0,-16.7,230.116
1.0,6.0,16.0,7.0,0.0,-17.8,242.605
1.0,6.0,16.0,8.0,0.0,-18.3,257.183
1.0,6.0,16.0,9.0,0.0,-18.9,232.283
1.0,6.0,16.0,10.0,0.0,-18.3,300.65
1.0,6.0,16.0,11.0,0.0,-17.8,304.057
1.0,6.0,16.0,12.0,0.0,-17.8,276.16
1.0,6.0,16.0,13.0,0.0,-17.2,253.32
1.0,6.0,16.0,14.0,0.0,-17.8,268.831
1.0,6.0,16.0,15.0,0.0,-17.2,270.205
1.0,6.0,16.0,16.0,0.0,-18.3,266.16
1.0,6.0,16.0,17.0,0.0,-19.4,291.418
1.0,6.0,16.0,18.0,0.0,-20.0,293.134
1.0,6.0,16.0,19.0,0.0,-20.6,329.475
1.0,6.0,16.0,20.0,0.0,-21.1,309.89
1.0,6.0,16.0,21.0,0.0,-21.7,264.635
1.0,6.0,16.0,22.0,0.0,-21.7,229.685
1.0,6.0,16.0,23.0,0.0,-22.2,276.585
1.0,0.0,17.0,0.0,0.0,-22.8,292.843
1.0,0.0,17.0,1.0,0.0,-23.3,256.209
1.0,0.0,17.0,2.0,0.0,-23.9,247.134
1.0,0.0,17.0,3.0,0.0,-24.4,226.69
1.0,0.0,17.0,4.0,0.0,-24.4,282.758
1.0,0.0,17.0,5.0,0.0,-25.0,259.556
1.0,0.0,17.0,6.0,0.0,-25.0,242.205
1.0,0.0,17.0,7.0,0.0,-25.6,241.12
1.0,0.0,17.0,8.0,0.0,-25.6,296.043
1.0,0.0,17.0,9.0,0.0,-25.0,301.6690000000001
1.0,0.0,17.0,10.0,0.0,-23.9,280.796
1.0,0.0,17.0,11.0,0.0,-22.2,269.673
1.0,0.0,17.0,12.0,0.0,-21.1,281.384
1.0,0.0,17.0,13.0,0.0,-20.6,329.6330000000001
1.0,0.0,17.0,14.0,0.0,-20.0,285.741
1.0,0.0,17.0,15.0,0.0,-19.4,270.052
1.0,0.0,17.0,16.0,0.0,-19.4,286.089
1.0,0.0,17.0,17.0,0.0,-20.0,355.636
1.0,0.0,17.0,18.0,0.0,-20.6,363.395
1.0,0.0,17.0,19.0,0.0,-21.1,339.702
1.0,0.0,17.0,20.0,0.0,-21.7,332.497
1.0,0.0,17.0,21.0,0.0,-21.7,301.504
1.0,0.0,17.0,22.0,0.0,-22.2,353.802
1.0,0.0,17.0,23.0,0.0,-22.8,325.591
1.0,1.0,18.0,0.0,1.0,-23.3,284.726
1.0,1.0,18.0,1.0,1.0,-23.3,261.665
1.0,1.0,18.0,2.0,1.0,-24.4,257.103
1.0,1.0,18.0,3.0,1.0,-24.4,296.437
1.0,1.0,18.0,4.0,1.0,-24.4,256.746
1.0,1.0,18.0,5.0,1.0,-24.4,243.506
1.0,1.0,18.0,6.0,1.0,-24.4,233.333
1.0,1.0,18.0,7.0,1.0,-23.9,297.856
1.0,1.0,18.0,8.0,1.0,-23.3,280.54200000000003
1.0,1.0,18.0,9.0,1.0,-22.8,281.249
1.0,1.0,18.0,10.0,1.0,-21.7,292.2870000000001
1.0,1.0,18.0,11.0,1.0,-20.6,353.994
1.0,1.0,18.0,12.0,1.0,-19.4,354.884
1.0,1.0,18.0,13.0,1.0,-18.3,315.715
1.0,1.0,18.0,14.0,1.0,-17.8,313.221
1.0,1.0,18.0,15.0,1.0,-17.2,321.491
1.0,1.0,18.0,16.0,1.0,-17.2,321.584
1.0,1.0,18.0,17.0,1.0,-17.8,342.652
1.0,1.0,18.0,18.0,1.0,-18.3,347.07199999999995
1.0,1.0,18.0,19.0,1.0,-18.3,330.664
1.0,1.0,18.0,20.0,1.0,-18.9,352.819
1.0,1.0,18.0,21.0,1.0,-18.9,341.481
1.0,1.0,18.0,22.0,1.0,-18.9,324.378
1.0,1.0,18.0,23.0,1.0,-19.4,295.28
1.0,2.0,19.0,0.0,0.0,-20.0,298.1790000000001
1.0,2.0,19.0,1.0,0.0,-20.0,304.582
1.0,2.0,19.0,2.0,0.0,-19.4,272.327
1.0,2.0,19.0,3.0,0.0,-19.4,242.28
1.0,2.0,19.0,4.0,0.0,-20.6,221.508
1.0,2.0,19.0,5.0,0.0,-20.6,275.601
1.0,2.0,19.0,6.0,0.0,-20.6,285.998
1.0,2.0,19.0,7.0,0.0,-21.1,291.543
1.0,2.0,19.0,8.0,0.0,-20.6,298.106
1.0,2.0,19.0,9.0,0.0,-19.4,329.809
1.0,2.0,19.0,10.0,0.0,-18.3,374.445
1.0,2.0,19.0,11.0,0.0,-16.7,358.2940000000001
1.0,2.0,19.0,12.0,0.0,-16.1,334.997
1.0,2.0,19.0,13.0,0.0,-15.0,338.6
1.0,2.0,19.0,14.0,0.0,-15.0,334.016
1.0,2.0,19.0,15.0,0.0,-14.4,320.898
1.0,2.0,19.0,16.0,0.0,-14.4,319.587
1.0,2.0,19.0,17.0,0.0,-14.4,345.19199999999995
1.0,2.0,19.0,18.0,0.0,-14.4,351.55400000000014
1.0,2.0,19.0,19.0,0.0,-14.4,355.217
1.0,2.0,19.0,20.0,0.0,-14.4,348.436
1.0,2.0,19.0,21.0,0.0,-14.4,332.712
1.0,2.0,19.0,22.0,0.0,-14.4,335.965
1.0,2.0,19.0,23.0,0.0,-13.9,300.903
1.0,3.0,20.0,0.0,0.0,-13.9,283.077
1.0,3.0,20.0,1.0,0.0,-13.3,267.649
1.0,3.0,20.0,2.0,0.0,-13.3,243.66
1.0,3.0,20.0,3.0,0.0,-12.8,240.897
1.0,3.0,20.0,4.0,0.0,-12.2,244.538
1.0,3.0,20.0,5.0,0.0,-11.7,242.34
1.0,3.0,20.0,6.0,0.0,-11.1,246.168
1.0,3.0,20.0,7.0,0.0,-11.1,264.194
1.0,3.0,20.0,8.0,0.0,-10.6,308.4290000000001
1.0,3.0,20.0,9.0,0.0,-10.0,311.559
1.0,3.0,20.0,10.0,0.0,-9.4,320.735
1.0,3.0,20.0,11.0,0.0,-8.9,310.812
1.0,3.0,20.0,12.0,0.0,-8.3,318.713
1.0,3.0,20.0,13.0,0.0,-7.2,325.913
1.0,3.0,20.0,14.0,0.0,-6.7,323.524
1.0,3.0,20.0,15.0,0.0,-6.7,317.315
1.0,3.0,20.0,16.0,0.0,-6.1,295.189
1.0,3.0,20.0,17.0,0.0,-6.1,334.754
1.0,3.0,20.0,18.0,0.0,-5.6,344.14
1.0,3.0,20.0,19.0,0.0,-6.1,340.834
1.0,3.0,20.0,20.0,0.0,-6.1,343.37
1.0,3.0,20.0,21.0,0.0,-6.1,326.281
1.0,3.0,20.0,22.0,0.0,-6.1,310.11
1.0,3.0,20.0,23.0,0.0,-6.1,301.095
